country,genre,survey_score,kf_score,survey_source,youtube_views,youtube_matched_videos,youtube_error,youtube_source,trends_interest,trends_source,kf_count,kf_source,export_usd,customs_source,survey_norm,youtube_norm,trends_norm,L2_norm,wa,wb,wg,L3_norm,L1_norm,dsi,genre_weight,weighted_dsi
US,kpop,72,78,sample_baseline,25061546,85,,youtube_api,24.0,trends_api,51,kf_api,,,55.55555555555556,9.591973472457921,45.23809523809524,0.0,0.4,0.35,0.25,36.88893674710631,,14.755574698842523,0.1228,1.8119845730178619
US,kvideo,55,78,sample_baseline,225818,2,,youtube_api,55.0,sample_trends,51,kf_api,,,52.77777777777778,0.7569621474343493,52.77777777777778,70.96774193548387,0.4,0.35,0.25,34.57049230715758,,56.40884208415335,0.1287,7.259817976230536
US,kgame,64,78,sample_baseline,76544,1,,youtube_api,64.0,sample_trends,51,kf_api,,,70.0,0.3696097214155573,70.0,70.96774193548387,0.4,0.35,0.25,45.62936340249544,,60.8323905222885,0.1067,6.490816068728183
US,kwebtoon,52,78,sample_baseline,13076494,8,,youtube_search_fallback,52.0,sample_trends,51,kf_api,,,38.46153846153847,13.880427837303413,38.46153846153847,70.96774193548387,0.4,0.35,0.25,29.8581497430562,,54.5239050585128,0.0615,3.3532201610985375
US,kfood,42,78,sample_baseline,413268,2,,youtube_api,42.0,sample_trends,51,kf_api,0.0,customs_api,44.44444444444444,0.18837353653469707,44.44444444444444,70.96774193548387,0.4,0.35,0.25,28.954819626676034,50.0,52.081286505980366,0.1677,8.734031747052907
US,kbeauty,55,78,sample_baseline,179433,2,,youtube_api,55.0,sample_trends,51,kf_api,0.0,customs_api,51.35135135135135,0.13622762428643972,51.35135135135135,70.96774193548387,0.4,0.35,0.25,33.42605804687863,50.0,52.97553419002089,0.2165,11.469203152139523
US,kfashion,40,78,sample_baseline,35293741,8,,youtube_search_fallback,40.0,sample_trends,51,kf_api,0.0,customs_api,51.85185185185185,77.23199961381528,51.85185185185185,70.96774193548387,0.4,0.35,0.25,60.734903568539046,50.0,58.43730329435297,0.1401,8.187066191538852
US,ktourism,38,78,sample_baseline,3084785,8,,youtube_search_fallback,38.0,sample_trends,51,kf_api,120000.0,sample_kto,45.45454545454545,28.403956537168128,45.45454545454545,70.96774193548387,0.4,0.35,0.25,39.486839333463394,38.983050847457626,48.679215871066646,0.056,2.726036088779732
CN,kpop,64,60,sample_baseline,0,0,http_400,youtube_api_error,25.0,trends_api,33,kf_api,,,33.33333333333333,0.0,47.61904761904761,26.666666666666668,0.4,0.6,0.0,13.333333333333332,,21.333333333333332,0.1228,2.6197333333333335
CN,kvideo,58,60,sample_baseline,0,0,http_400,youtube_api_error,58.0,sample_trends,33,kf_api,,,61.111111111111114,0.0,61.111111111111114,12.903225806451612,0.4,0.6,0.0,24.444444444444446,,17.519713261648747,0.1287,2.254787096774194
CN,kgame,55,60,sample_baseline,0,0,http_400,youtube_api_error,55.0,sample_trends,33,kf_api,,,25.0,0.0,25.0,12.903225806451612,0.4,0.6,0.0,10.0,,11.741935483870968,0.1067,1.2528645161290324
CN,kwebtoon,56,60,sample_baseline,0,0,http_400,youtube_api_error,56.0,sample_trends,33,kf_api,,,53.84615384615385,0.0,53.84615384615385,12.903225806451612,0.4,0.6,0.0,21.53846153846154,,16.357320099255585,0.0615,1.0059751861042185
